ENSG	HUGO	GAF	GENCODE
ENSG00000148153	INIP	C9orf80|58493	ENSG00000148153.13
ENSG00000148154	UGCG	UGCG|7357	ENSG00000148154.9
ENSG00000148156	ACTL7B	ACTL7B|10880	ENSG00000148156.7
ENSG00000148158	SNX30	SNX30|401548	ENSG00000148158.16
ENSG00000148175	STOM	STOM|2040	ENSG00000148175.12
ENSG00000148180	GSN	GSN|2934	ENSG00000148180.16
ENSG00000148187	MRRF	MRRF|92399	ENSG00000148187.17
ENSG00000148200	NR6A1	none	ENSG00000148200.16
ENSG00000148204	CRB2	CRB2|286204	ENSG00000148204.11
ENSG00000148215	OR5C1	OR5C1|392391	ENSG00000148215.4
ENSG00000148218	ALAD	ALAD|210	ENSG00000148218.15
ENSG00000148219	ASTN2	ASTN2|23245	ENSG00000148219.16
ENSG00000148225	WDR31	WDR31|114987	ENSG00000148225.15
ENSG00000148229	POLE3	POLE3|54107	ENSG00000148229.12
ENSG00000148248	SURF4	SURF4|6836	ENSG00000148248.13
ENSG00000148288	GBGT1	GBGT1|26301	ENSG00000148288.11
ENSG00000148290	SURF1	SURF1|6834	ENSG00000148290.9
ENSG00000148291	SURF2	SURF2|6835	ENSG00000148291.9
ENSG00000148296	SURF6	SURF6|6838	ENSG00000148296.6
ENSG00000148297	MED22	MED22|6837	ENSG00000148297.15
ENSG00000148300	REXO4	REXO4|57109	ENSG00000148300.11
ENSG00000148303	RPL7A	RPL7A|6130	ENSG00000148303.16
ENSG00000148308	GTF3C5	GTF3C5|9328	ENSG00000148308.17
ENSG00000148331	ASB6	ASB6|140459	ENSG00000148331.11
ENSG00000148334	PTGES2	PTGES2|80142	ENSG00000148334.14
ENSG00000148335	NTMT1	METTL11A|28989	ENSG00000148335.14
ENSG00000148337	CIZ1	CIZ1|25792	ENSG00000148337.19
ENSG00000148339	SLC25A25	SLC25A25|114789	ENSG00000148339.12
ENSG00000148341	SH3GLB2	none	ENSG00000148341.17
ENSG00000148343	MIGA2	FAM73B|84895	ENSG00000148343.18
ENSG00000148344	PTGES	PTGES|9536	ENSG00000148344.10
ENSG00000148346	LCN2	LCN2|3934	ENSG00000148346.11
ENSG00000148356	LRSAM1	LRSAM1|90678	ENSG00000148356.13
ENSG00000148357	HMCN2	none	none
ENSG00000148358	GPR107	GPR107|57720	ENSG00000148358.19
ENSG00000148362	C9orf142	C9orf142|286257	ENSG00000148362.10
ENSG00000148377	IDI2	IDI2|91734	ENSG00000148377.5
ENSG00000148384	INPP5E	INPP5E|56623	ENSG00000148384.11
ENSG00000148386	LCN9	LCN9|392399	ENSG00000148386.9
ENSG00000148396	SEC16A	SEC16A|9919	ENSG00000148396.18
ENSG00000148399	DPH7	WDR85|92715	ENSG00000148399.11
ENSG00000148400	NOTCH1	NOTCH1|4851	ENSG00000148400.9
ENSG00000148408	CACNA1B	CACNA1B|774	ENSG00000148408.12
ENSG00000148411	NACC2	none	ENSG00000148411.7
ENSG00000148426	PROSER2	C10orf47|254427	ENSG00000148426.12
ENSG00000148429	USP6NL	USP6NL|9712	ENSG00000148429.14
ENSG00000148444	COMMD3	COMMD3|23412	ENSG00000148444.15
ENSG00000148450	MSRB2	MSRB2|22921	ENSG00000148450.12
ENSG00000148459	PDSS1	PDSS1|23590	ENSG00000148459.15
ENSG00000148468	FAM171A1	FAM171A1|221061	ENSG00000148468.16
ENSG00000148481	MINDY3	FAM188A|80013	ENSG00000148481.13
ENSG00000148482	SLC39A12	SLC39A12|221074	ENSG00000148482.11
ENSG00000148483	TMEM236	FAM23A|653567	ENSG00000148483.8
ENSG00000148484	RSU1	RSU1|6251	ENSG00000148484.17
ENSG00000148488	ST8SIA6	ST8SIA6|338596	ENSG00000148488.15
ENSG00000148498	PARD3	PARD3|56288	ENSG00000148498.15
ENSG00000148513	ANKRD30A	ANKRD30A|91074	ENSG00000148513.17
ENSG00000148516	ZEB1	ZEB1|6935	ENSG00000148516.21
ENSG00000148541	FAM13C	FAM13C|220965	ENSG00000148541.12
ENSG00000148572	NRBF2	NRBF2|29982	ENSG00000148572.14
ENSG00000148584	A1CF	A1CF|29974	ENSG00000148584.14
ENSG00000148600	CDHR1	CDHR1|92211	ENSG00000148600.14
ENSG00000148602	LRIT1	LRIT1|26103	ENSG00000148602.5
ENSG00000148604	RGR	RGR|5995	ENSG00000148604.13
ENSG00000148606	POLR3A	POLR3A|11128	ENSG00000148606.12
ENSG00000148634	HERC4	HERC4|26091	ENSG00000148634.15
ENSG00000148655	C10orf11	none	ENSG00000148655.14
ENSG00000148660	CAMK2G	CAMK2G|818	ENSG00000148660.20
ENSG00000148671	ADIRF	C10orf116|10974	ENSG00000148671.13
ENSG00000148672	GLUD1	GLUD1|2746	ENSG00000148672.8
ENSG00000148677	ANKRD1	ANKRD1|27063	ENSG00000148677.6
ENSG00000148680	HTR7	HTR7|3363	ENSG00000148680.15
ENSG00000148688	RPP30	RPP30|10556	ENSG00000148688.13
ENSG00000148690	FRA10AC1	C10orf4|118924	ENSG00000148690.11
ENSG00000148700	ADD3	ADD3|120	ENSG00000148700.13
ENSG00000148702	HABP2	HABP2|3026	ENSG00000148702.14
ENSG00000148704	VAX1	VAX1|11023	ENSG00000148704.12
ENSG00000148719	DNAJB12	DNAJB12|54788	ENSG00000148719.14
ENSG00000148730	EIF4EBP2	EIF4EBP2|1979	ENSG00000148730.6
ENSG00000148734	NPFFR1	NPFFR1|64106	ENSG00000148734.7
ENSG00000148735	PLEKHS1	C10orf81|79949	ENSG00000148735.14
ENSG00000148737	TCF7L2	TCF7L2|6934	ENSG00000148737.15
ENSG00000148773	MKI67	MKI67|4288	ENSG00000148773.12
ENSG00000148795	CYP17A1	CYP17A1|1586	ENSG00000148795.5
ENSG00000148798	INA	INA|9118	ENSG00000148798.9
ENSG00000148803	FUOM	C10orf125|282969	ENSG00000148803.11
ENSG00000148814	LRRC27	LRRC27|80313	ENSG00000148814.17
ENSG00000148824	MTG1	MTG1|92170	ENSG00000148824.18
ENSG00000148826	NKX6-2	NKX6-2|84504	ENSG00000148826.8
ENSG00000148828	none	FRG2|448831	none
ENSG00000148832	PAOX	PAOX|196743	ENSG00000148832.14
ENSG00000148834	GSTO1	GSTO1|9446	ENSG00000148834.12
ENSG00000148835	TAF5	TAF5|6877	ENSG00000148835.10
ENSG00000148840	PPRC1	PPRC1|23082	ENSG00000148840.10
ENSG00000148841	ITPRIP	ITPRIP|85450	ENSG00000148841.15
ENSG00000148842	CNNM2	CNNM2|54805	ENSG00000148842.17
ENSG00000148843	PDCD11	PDCD11|22984	ENSG00000148843.13
ENSG00000148848	ADAM12	ADAM12|8038	ENSG00000148848.14
ENSG00000148908	RGS10	RGS10|6001	ENSG00000148908.14
ENSG00000148925	BTBD10	BTBD10|84280	ENSG00000148925.10
ENSG00000148926	ADM	ADM|133	ENSG00000148926.9
ENSG00000148935	GAS2	GAS2|2620	ENSG00000148935.10
ENSG00000148942	SLC5A12	SLC5A12|159963	ENSG00000148942.14
ENSG00000148943	LIN7C	LIN7C|55327	ENSG00000148943.11
ENSG00000148948	LRRC4C	LRRC4C|57689	ENSG00000148948.7
ENSG00000148950	IMMP1L	IMMP1L|196294	ENSG00000148950.9
ENSG00000148965	SAA4	SAA4|6291	ENSG00000148965.8
ENSG00000148985	PGAP2	PGAP2|27315	ENSG00000148985.19
ENSG00000149016	TUT1	TUT1|64852	ENSG00000149016.15
ENSG00000149021	SCGB1A1	SCGB1A1|7356	ENSG00000149021.6
ENSG00000149043	SYT8	SYT8|90019	ENSG00000149043.16
ENSG00000149050	ZNF214	ZNF214|7761	ENSG00000149050.9
ENSG00000149054	ZNF215	ZNF215|7762	ENSG00000149054.14
ENSG00000149084	HSD17B12	HSD17B12|51144	ENSG00000149084.11
ENSG00000149089	APIP	none	ENSG00000149089.12
ENSG00000149090	PAMR1	PAMR1|25891	ENSG00000149090.11
ENSG00000149091	DGKZ	DGKZ|8525	ENSG00000149091.15
ENSG00000149100	EIF3M	none	ENSG00000149100.12
ENSG00000149115	TNKS1BP1	TNKS1BP1|85456	ENSG00000149115.13
ENSG00000149124	GLYAT	GLYAT|10249	ENSG00000149124.10
ENSG00000149131	SERPING1	SERPING1|710	ENSG00000149131.15
ENSG00000149133	OR5F1	OR5F1|338674	ENSG00000149133.1
ENSG00000149136	SSRP1	SSRP1|6749	ENSG00000149136.7
ENSG00000149150	SLC43A1	SLC43A1|8501	ENSG00000149150.8
ENSG00000149177	PTPRJ	PTPRJ|5795	ENSG00000149177.12
ENSG00000149179	C11orf49	C11orf49|79096	ENSG00000149179.13
ENSG00000149182	ARFGAP2	ARFGAP2|84364	ENSG00000149182.14
ENSG00000149187	CELF1	CELF1|10658	ENSG00000149187.17
ENSG00000149196	HIKESHI	C11orf73|51501	ENSG00000149196.15
ENSG00000149201	CCDC81	CCDC81|60494	ENSG00000149201.9
ENSG00000149212	SESN3	none	ENSG00000149212.10
ENSG00000149218	ENDOD1	ENDOD1|23052	ENSG00000149218.4
ENSG00000149231	CCDC82	CCDC82|79780	ENSG00000149231.11
ENSG00000149243	KLHL35	none	ENSG00000149243.15
ENSG00000149256	TENM4	ODZ4|26011	ENSG00000149256.14
ENSG00000149257	SERPINH1	SERPINH1|871	ENSG00000149257.13
ENSG00000149260	CAPN5	CAPN5|726	ENSG00000149260.14
ENSG00000149262	INTS4	INTS4|92105	ENSG00000149262.16
ENSG00000149269	PAK1	PAK1|5058	ENSG00000149269.9
ENSG00000149273	RPS3	RPS3|6188	ENSG00000149273.14
ENSG00000149289	ZC3H12C	ZC3H12C|85463	ENSG00000149289.10
ENSG00000149292	TTC12	TTC12|54970	ENSG00000149292.16
ENSG00000149294	NCAM1	NCAM1|4684	ENSG00000149294.16
ENSG00000149295	DRD2	DRD2|1813	ENSG00000149295.13
ENSG00000149300	C11orf52	C11orf52|91894	ENSG00000149300.9
ENSG00000149305	HTR3B	HTR3B|9177	ENSG00000149305.6
ENSG00000149308	NPAT	NPAT|4863	ENSG00000149308.16
ENSG00000149311	ATM	ATM|472	ENSG00000149311.17
ENSG00000149313	AASDHPPT	AASDHPPT|60496	ENSG00000149313.10
ENSG00000149328	GLB1L2	GLB1L2|89944	ENSG00000149328.14
ENSG00000149346	SLX4IP	C20orf94|128710	ENSG00000149346.14
ENSG00000149357	LAMTOR1	C11orf59|55004	ENSG00000149357.9
ENSG00000149380	P4HA3	P4HA3|283208	ENSG00000149380.11
ENSG00000149403	GRIK4	GRIK4|2900	ENSG00000149403.11
ENSG00000149418	ST14	ST14|6768	ENSG00000149418.10
ENSG00000149428	HYOU1	HYOU1|10525	ENSG00000149428.18
ENSG00000149435	GGTLC1	GGTLC1|92086	ENSG00000149435.12
ENSG00000149443	C20orf78	none	ENSG00000149443.7
ENSG00000149451	ADAM33	ADAM33|80332	ENSG00000149451.17
ENSG00000149452	SLC22A8	SLC22A8|9376	ENSG00000149452.15
ENSG00000149474	KAT14	CSRP2BP|57325	ENSG00000149474.13
ENSG00000149476	TKFC	DAK|26007	ENSG00000149476.14
ENSG00000149480	MTA2	MTA2|9219	ENSG00000149480.6
ENSG00000149483	TMEM138	TMEM138|51524	ENSG00000149483.11
ENSG00000149485	FADS1	FADS1|3992	ENSG00000149485.16
ENSG00000149488	TMC2	TMC2|117532	ENSG00000149488.12
ENSG00000149489	ROM1	ROM1|6094	ENSG00000149489.8
ENSG00000149499	EML3	EML3|256364	ENSG00000149499.11
ENSG00000149503	INCENP	INCENP|3619	ENSG00000149503.12
ENSG00000149506	ZP1	ZP1|22917	ENSG00000149506.10
ENSG00000149507	OOSP2	PLAC1L|219990	ENSG00000149507.6
ENSG00000149516	MS4A3	MS4A3|932	ENSG00000149516.13
ENSG00000149527	PLCH2	PLCH2|9651	ENSG00000149527.17
ENSG00000149531	FRG1BP	FRG1B|284802	ENSG00000149531.14
ENSG00000149532	CPSF7	CPSF7|79869	ENSG00000149532.15
ENSG00000149534	MS4A2	MS4A2|2206	ENSG00000149534.8
ENSG00000149541	B3GAT3	B3GAT3|26229	ENSG00000149541.9
ENSG00000149547	EI24	EI24|9538	ENSG00000149547.14
ENSG00000149548	CCDC15	CCDC15|80071	ENSG00000149548.14
ENSG00000149554	CHEK1	CHEK1|1111	ENSG00000149554.12
ENSG00000149557	FEZ1	FEZ1|9638	ENSG00000149557.12
ENSG00000149564	ESAM	ESAM|90952	ENSG00000149564.11
ENSG00000149571	KIRREL3	KIRREL3|84623	ENSG00000149571.10
ENSG00000149573	MPZL2	MPZL2|10205	ENSG00000149573.8
ENSG00000149575	SCN2B	SCN2B|6327	ENSG00000149575.5
ENSG00000149577	SIDT2	SIDT2|51092	ENSG00000149577.15
ENSG00000149582	TMEM25	TMEM25|84866	ENSG00000149582.15
ENSG00000149591	TAGLN	TAGLN|6876	ENSG00000149591.16
ENSG00000149596	JPH2	JPH2|57158	ENSG00000149596.6
ENSG00000149599	DUSP15	DUSP15|128853	ENSG00000149599.15
ENSG00000149600	COMMD7	COMMD7|149951	ENSG00000149600.11
ENSG00000149609	C20orf144	C20orf144|128864	ENSG00000149609.5
ENSG00000149633	KIAA1755	KIAA1755|85449	ENSG00000149633.11
ENSG00000149634	SPATA25	C20orf165|128497	ENSG00000149634.4
ENSG00000149635	OCSTAMP	C20orf123|128506	ENSG00000149635.2
ENSG00000149636	DSN1	DSN1|79980	ENSG00000149636.15
ENSG00000149639	SOGA1	C20orf117|140710	ENSG00000149639.14
ENSG00000149646	CNBD2	C20orf152|140894	ENSG00000149646.12
ENSG00000149651	SPINT4	SPINT4|391253	ENSG00000149651.3
ENSG00000149654	CDH22	CDH22|64405	ENSG00000149654.9
ENSG00000149656	LINC00266-1	none	ENSG00000149656.8
ENSG00000149657	LSM14B	LSM14B|149986	ENSG00000149657.19
ENSG00000149658	YTHDF1	YTHDF1|54915	ENSG00000149658.17
ENSG00000149679	CABLES2	CABLES2|81928	ENSG00000149679.11
ENSG00000149716	ORAOV1	ORAOV1|220064	ENSG00000149716.12
ENSG00000149735	GPHA2	GPHA2|170589	ENSG00000149735.6
ENSG00000149742	SLC22A9	SLC22A9|114571	ENSG00000149742.9
ENSG00000149743	TRPT1	TRPT1|83707	ENSG00000149743.13
ENSG00000149761	NUDT22	NUDT22|84304	ENSG00000149761.8
ENSG00000149781	FERMT3	FERMT3|83706	ENSG00000149781.12
ENSG00000149782	PLCB3	PLCB3|5331	ENSG00000149782.11
ENSG00000149792	MRPL49	MRPL49|740	ENSG00000149792.8
ENSG00000149798	CDC42EP2	CDC42EP2|10435	ENSG00000149798.4
ENSG00000149806	FAU	FAU|2197	ENSG00000149806.10
ENSG00000149809	TM7SF2	TM7SF2|7108	ENSG00000149809.14
ENSG00000149823	VPS51	C11orf2|738	ENSG00000149823.7
ENSG00000149922	TBX6	TBX6|6911	ENSG00000149922.10
ENSG00000149923	PPP4C	PPP4C|5531	ENSG00000149923.13
ENSG00000149925	ALDOA	ALDOA|226	ENSG00000149925.16
ENSG00000149926	FAM57B	FAM57B|83723	ENSG00000149926.13
ENSG00000149927	DOC2A	DOC2A|8448	ENSG00000149927.17
ENSG00000149929	HIRIP3	HIRIP3|8479	ENSG00000149929.15
ENSG00000149930	TAOK2	TAOK2|9344	ENSG00000149930.17
ENSG00000149932	TMEM219	TMEM219|124446	ENSG00000149932.16
ENSG00000149948	HMGA2	HMGA2|8091	ENSG00000149948.13
ENSG00000149968	MMP3	MMP3|4314	ENSG00000149968.11
ENSG00000149970	CNKSR2	CNKSR2|22866	ENSG00000149970.14
ENSG00000149972	CNTN5	CNTN5|53942	ENSG00000149972.10
ENSG00000150045	KLRF1	KLRF1|51348	ENSG00000150045.11
ENSG00000150048	CLEC1A	CLEC1A|51267	ENSG00000150048.10
ENSG00000150051	MKX	MKX|283078	ENSG00000150051.13
ENSG00000150054	MPP7	MPP7|143098	ENSG00000150054.18
ENSG00000150076	none	C10orf68|79741	ENSG00000150076.22
ENSG00000150086	none	GRIN2B|2904	ENSG00000273079.4
ENSG00000150093	ITGB1	ITGB1|3688	ENSG00000150093.18
ENSG00000150165	none	ANXA8|653145	none
ENSG00000150175	FRMPD2B	none	none
ENSG00000150201	FXYD4	FXYD4|53828	ENSG00000150201.14
ENSG00000150244	TRIM48	TRIM48|79097	ENSG00000150244.11
ENSG00000150261	OR8K1	OR8K1|390157	ENSG00000150261.3
ENSG00000150269	OR5M9	OR5M9|390162	ENSG00000150269.1
ENSG00000150275	PCDH15	PCDH15|65217	ENSG00000150275.17
ENSG00000150276	PPIAP26	none	ENSG00000150276.8
ENSG00000150281	CTF1	CTF1|1489	ENSG00000150281.6
ENSG00000150316	CWC15	CWC15|51503	ENSG00000150316.11
ENSG00000150337	FCGR1A	FCGR1A|2209	ENSG00000150337.13
ENSG00000150347	ARID5B	ARID5B|84159	ENSG00000150347.14
ENSG00000150361	KLHL1	KLHL1|57626	ENSG00000150361.11
ENSG00000150394	CDH8	none	ENSG00000150394.13
ENSG00000150401	DCUN1D2	DCUN1D2|55208	ENSG00000150401.14
ENSG00000150403	TMCO3	TMCO3|55002	ENSG00000150403.17
ENSG00000150433	TMEM218	TMEM218|219854	ENSG00000150433.9
ENSG00000150455	TIRAP	TIRAP|114609	ENSG00000150455.13
ENSG00000150456	EEF1AKMT1	N6AMT2|221143	ENSG00000150456.10
ENSG00000150457	LATS2	LATS2|26524	ENSG00000150457.8
ENSG00000150459	SAP18	SAP18|10284	ENSG00000150459.12
ENSG00000150471	ADGRL3	LPHN3|23284	ENSG00000150471.15
ENSG00000150477	KIAA1328	KIAA1328|57536	ENSG00000150477.14
ENSG00000150510	FAM124A	FAM124A|220108	ENSG00000150510.15
ENSG00000150526	MIA2	MIA2|117153	ENSG00000150526.11
ENSG00000150527	CTAGE5	CTAGE5|4253	ENSG00000150527.16
ENSG00000150540	HNMT	HNMT|3176	ENSG00000150540.13
ENSG00000150551	LYPD1	LYPD1|116372	ENSG00000150551.10
ENSG00000150556	LYPD6B	LYPD6B|130576	ENSG00000150556.16
ENSG00000150593	PDCD4	PDCD4|27250	ENSG00000150593.15
ENSG00000150594	ADRA2A	ADRA2A|150	ENSG00000150594.6
ENSG00000150625	GPM6A	GPM6A|2823	ENSG00000150625.16
ENSG00000150627	WDR17	WDR17|116966	ENSG00000150627.15
ENSG00000150628	SPATA4	SPATA4|132851	ENSG00000150628.6
ENSG00000150630	VEGFC	VEGFC|7424	ENSG00000150630.3
ENSG00000150636	CCDC102B	CCDC102B|79839	ENSG00000150636.15
ENSG00000150637	CD226	CD226|10666	ENSG00000150637.8
ENSG00000150656	CNDP1	CNDP1|84735	ENSG00000150656.14
ENSG00000150667	FSIP1	FSIP1|161835	ENSG00000150667.6
ENSG00000150672	DLG2	DLG2|1740	ENSG00000150672.16
ENSG00000150676	CCDC83	CCDC83|220047	ENSG00000150676.12
ENSG00000150681	RGS18	RGS18|64407	ENSG00000150681.9
ENSG00000150687	PRSS23	PRSS23|11098	ENSG00000150687.11
ENSG00000150712	MTMR12	MTMR12|54545	ENSG00000150712.10
ENSG00000150722	PPP1R1C	PPP1R1C|151242	ENSG00000150722.10
ENSG00000150732	none	none	ENSG00000150732.8
ENSG00000150750	C11orf53	C11orf53|341032	ENSG00000150750.6
ENSG00000150753	CCT5	CCT5|22948	ENSG00000150753.11
ENSG00000150756	FAM173B	FAM173B|134145	ENSG00000150756.13
ENSG00000150760	DOCK1	DOCK1|1793	ENSG00000150760.12
ENSG00000150764	DIXDC1	DIXDC1|85458	ENSG00000150764.13
ENSG00000150768	DLAT	DLAT|1737	ENSG00000150768.15
ENSG00000150773	PIH1D2	PIH1D2|120379	ENSG00000150773.10
ENSG00000150776	C11orf57	C11orf57|55216	ENSG00000150776.17
ENSG00000150779	TIMM8B	TIMM8B|26521	ENSG00000150779.11
ENSG00000150782	IL18	IL18|3606	ENSG00000150782.11
ENSG00000150783	TEX12	TEX12|56158	ENSG00000150783.9
ENSG00000150787	PTS	PTS|5805	ENSG00000150787.7
ENSG00000150867	PIP4K2A	PIP4K2A|5305	ENSG00000150867.13
ENSG00000150873	C2orf50	C2orf50|130813	ENSG00000150873.11
ENSG00000150893	FREM2	FREM2|341640	ENSG00000150893.10
ENSG00000150907	FOXO1	FOXO1|2308	ENSG00000150907.6
ENSG00000150938	CRIM1	CRIM1|51232	ENSG00000150938.9
ENSG00000150961	SEC24D	SEC24D|9871	ENSG00000150961.14
ENSG00000150967	ABCB9	ABCB9|23457	ENSG00000150967.17
ENSG00000150977	RILPL2	RILPL2|196383	ENSG00000150977.10
ENSG00000150990	DHX37	DHX37|57647	ENSG00000150990.7
ENSG00000150991	UBC	UBC|7316	ENSG00000150991.14
ENSG00000150995	ITPR1	ITPR1|3708	ENSG00000150995.17
ENSG00000151005	TKTL2	TKTL2|84076	ENSG00000151005.4
ENSG00000151006	PRSS53	PRSS53|339105	ENSG00000151006.7
ENSG00000151012	SLC7A11	SLC7A11|23657	ENSG00000151012.13
ENSG00000151014	NOCT	CCRN4L|25819	ENSG00000151014.5
ENSG00000151023	ENKUR	ENKUR|219670	ENSG00000151023.16
ENSG00000151025	GPR158	GPR158|57512	ENSG00000151025.9
ENSG00000151033	LYZL2	LYZL2|119180	ENSG00000151033.8
ENSG00000151062	CACNA2D4	CACNA2D4|93589	ENSG00000151062.14
ENSG00000151065	DCP1B	DCP1B|196513	ENSG00000151065.13
ENSG00000151067	CACNA1C	CACNA1C|775	ENSG00000151067.20
ENSG00000151079	KCNA6	KCNA6|3742	ENSG00000130035.6
ENSG00000151090	THRB	THRB|7068	ENSG00000151090.17
ENSG00000151092	NGLY1	NGLY1|55768	ENSG00000151092.16
ENSG00000151093	OXSM	OXSM|54995	ENSG00000151093.7
ENSG00000151116	UEVLD	UEVLD|55293	ENSG00000151116.16
ENSG00000151117	TMEM86A	TMEM86A|144110	ENSG00000151117.8
ENSG00000151131	C12orf45	C12orf45|121053	ENSG00000151131.9
ENSG00000151135	TMEM263	C12orf23|90488	ENSG00000151135.9
ENSG00000151136	BTBD11	BTBD11|121551	ENSG00000151136.14
ENSG00000151148	UBE3B	UBE3B|89910	ENSG00000151148.13
ENSG00000151150	ANK3	ANK3|288	ENSG00000151150.20
ENSG00000151151	IPMK	none	ENSG00000151151.5
ENSG00000151164	RAD9B	RAD9B|144715	ENSG00000151164.18
ENSG00000151176	PLBD2	PLBD2|196463	ENSG00000151176.7
ENSG00000151208	DLG5	DLG5|9231	ENSG00000151208.16
ENSG00000151224	MAT1A	MAT1A|4143	ENSG00000151224.12
ENSG00000151229	SLC2A13	SLC2A13|114134	ENSG00000151229.12
ENSG00000151233	GXYLT1	GXYLT1|283464	ENSG00000151233.10
ENSG00000151239	TWF1	TWF1|5756	ENSG00000151239.13
ENSG00000151240	DIP2C	DIP2C|22982	ENSG00000151240.15
ENSG00000151247	EIF4E	EIF4E|1977	ENSG00000151247.12
ENSG00000151276	MAGI1	MAGI1|9223	ENSG00000151276.23
ENSG00000151287	TEX30	C13orf27|93081	ENSG00000151287.16
ENSG00000151292	CSNK1G3	CSNK1G3|1456	ENSG00000151292.17
ENSG00000151303	none	AGAP11|119385	ENSG00000151303.11
ENSG00000151304	SRFBP1	SRFBP1|153443	ENSG00000151304.5
ENSG00000151320	AKAP6	AKAP6|9472	ENSG00000151320.10
ENSG00000151322	NPAS3	NPAS3|64067	ENSG00000151322.18
ENSG00000151327	FAM177A1	FAM177A1|283635	ENSG00000151327.12
ENSG00000151332	MBIP	MBIP|51562	ENSG00000151332.18
ENSG00000151338	MIPOL1	MIPOL1|145282	ENSG00000151338.18
ENSG00000151348	EXT2	EXT2|2132	ENSG00000151348.13
ENSG00000151353	TMEM18	TMEM18|129787	ENSG00000151353.14
ENSG00000151360	ALLC	ALLC|55821	ENSG00000151360.9
ENSG00000151364	KCTD14	KCTD14|65987	ENSG00000151364.15
ENSG00000151365	THRSP	THRSP|7069	ENSG00000151365.2
ENSG00000151366	NDUFC2	NDUFC2|4718	ENSG00000151366.12
ENSG00000151376	ME3	ME3|10873	ENSG00000151376.16
ENSG00000151379	MSGN1	MSGN1|343930	ENSG00000151379.3
ENSG00000151388	ADAMTS12	ADAMTS12|81792	ENSG00000151388.10
ENSG00000151413	NUBPL	NUBPL|80224	ENSG00000151413.16
ENSG00000151414	NEK7	NEK7|140609	ENSG00000151414.14
ENSG00000151418	ATP6V1G3	ATP6V1G3|127124	ENSG00000151418.11
ENSG00000151422	FER	none	ENSG00000151422.12
ENSG00000151445	VIPAS39	VIPAR|63894	ENSG00000151445.15
ENSG00000151458	ANKRD50	ANKRD50|57182	ENSG00000151458.11
ENSG00000151461	UPF2	UPF2|26019	ENSG00000151461.19
ENSG00000151465	CDC123	CDC123|8872	ENSG00000151465.13
ENSG00000151466	SCLT1	SCLT1|132320	ENSG00000151466.11
ENSG00000151468	CCDC3	CCDC3|83643	ENSG00000151468.10
ENSG00000151470	C4orf33	C4orf33|132321	ENSG00000151470.12
ENSG00000151474	FRMD4A	FRMD4A|55691	ENSG00000151474.19
ENSG00000151475	SLC25A31	SLC25A31|83447	ENSG00000151475.5
ENSG00000151490	PTPRO	PTPRO|5800	ENSG00000151490.13
ENSG00000151491	EPS8	EPS8|2059	ENSG00000151491.12
ENSG00000151498	ACAD8	ACAD8|27034	ENSG00000151498.11
ENSG00000151500	THYN1	THYN1|29087	ENSG00000151500.14
ENSG00000151502	VPS26B	VPS26B|112936	ENSG00000151502.10
ENSG00000151503	NCAPD3	NCAPD3|23310	ENSG00000151503.12
ENSG00000151532	VTI1A	VTI1A|143187	ENSG00000151532.13
ENSG00000151552	QDPR	QDPR|5860	ENSG00000151552.11
ENSG00000151553	FAM160B1	FAM160B1|57700	ENSG00000151553.14
ENSG00000151572	ANO4	ANO4|121601	ENSG00000151572.16
ENSG00000151575	TEX9	TEX9|374618	ENSG00000151575.14
ENSG00000151576	QTRT2	QTRTD1|79691	ENSG00000151576.10
ENSG00000151577	DRD3	DRD3|1814	ENSG00000151577.12
ENSG00000151611	MMAA	MMAA|166785	ENSG00000151611.13
ENSG00000151612	ZNF827	ZNF827|152485	ENSG00000151612.15
ENSG00000151615	POU4F2	POU4F2|5458	ENSG00000151615.3
ENSG00000151617	EDNRA	EDNRA|1909	ENSG00000151617.15
ENSG00000151623	NR3C2	NR3C2|4306	ENSG00000151623.14
ENSG00000151631	AKR1C6P	tAKR|389932	ENSG00000151631.8
ENSG00000151632	AKR1C2	AKR1C2|1646	ENSG00000151632.16
ENSG00000151640	DPYSL4	DPYSL4|10570	ENSG00000151640.12
ENSG00000151650	VENTX	VENTX|27287	ENSG00000151650.7
ENSG00000151651	ADAM8	ADAM8|101	ENSG00000151651.15
ENSG00000151655	ITIH2	ITIH2|3698	ENSG00000151655.17
ENSG00000151657	KIN	KIN|22944	ENSG00000151657.11
ENSG00000151665	PIGF	none	ENSG00000151665.12
ENSG00000151687	ANKAR	ANKAR|150709	ENSG00000151687.14
ENSG00000151689	INPP1	INPP1|3628	ENSG00000151689.12
ENSG00000151690	MFSD6	MFSD6|54842	ENSG00000151690.14
ENSG00000151692	RNF144A	RNF144A|9781	ENSG00000151692.14
ENSG00000151693	ASAP2	ASAP2|8853	ENSG00000151693.9
ENSG00000151694	ADAM17	ADAM17|6868	ENSG00000151694.12
ENSG00000151702	FLI1	FLI1|2313	ENSG00000151702.16
ENSG00000151704	KCNJ1	KCNJ1|3758	ENSG00000151704.15
ENSG00000151715	TMEM45B	TMEM45B|120224	ENSG00000151715.7
ENSG00000151718	WWC2	WWC2|80014	ENSG00000151718.15
ENSG00000151725	CENPU	MLF1IP|79682	ENSG00000151725.11
ENSG00000151726	ACSL1	ACSL1|2180	ENSG00000151726.13
ENSG00000151729	SLC25A4	SLC25A4|291	ENSG00000151729.10
