ENSG	HUGO	GAF	GENCODE
ENSG00000224439	RPSAP10	none	ENSG00000224439.2
ENSG00000224440	CXorf51A	CXorf51|100129239	ENSG00000224440.1
ENSG00000224441	none	none	ENSG00000224441.1
ENSG00000224442	none	none	ENSG00000224442.1
ENSG00000224443	none	none	ENSG00000224443.1
ENSG00000224445	LINC01708	none	ENSG00000224445.2
ENSG00000224447	HIST1H1PS2	none	ENSG00000224447.1
ENSG00000224448	none	none	ENSG00000224448.1
ENSG00000224450	none	FAM157A|728262	ENSG00000278679.1
ENSG00000224451	ATP5F1P1	none	ENSG00000224451.2
ENSG00000224452	RSL24D1P6	none	ENSG00000224452.1
ENSG00000224453	none	ARF3|377	ENSG00000134287.9
ENSG00000224456	none	none	none
ENSG00000224458	GUSBP6	none	ENSG00000224458.3
ENSG00000224459	none	none	ENSG00000224459.1
ENSG00000224460	none	none	ENSG00000224460.1
ENSG00000224462	C4BPAP1	none	ENSG00000224462.2
ENSG00000224463	none	none	ENSG00000224463.1
ENSG00000224464	PGAM1P6	none	ENSG00000224464.2
ENSG00000224465	SOCS2P2	none	ENSG00000224465.1
ENSG00000224466	CDCA4P2	none	ENSG00000224466.1
ENSG00000224467	none	none	ENSG00000224467.1
ENSG00000224468	none	none	none
ENSG00000224469	none	none	ENSG00000224469.1
ENSG00000224470	ATXN1L	ATXN1L|342371	ENSG00000224470.7
ENSG00000224471	MTCO3P19	none	ENSG00000224471.2
ENSG00000224473	CCND3P1	none	ENSG00000224473.1
ENSG00000224474	none	none	ENSG00000052749.13
ENSG00000224475	none	none	ENSG00000224475.1
ENSG00000224476	RPL36P16	none	ENSG00000224476.3
ENSG00000224477	none	none	ENSG00000224477.5
ENSG00000224478	none	none	ENSG00000224478.1
ENSG00000224479	none	none	ENSG00000224479.5
ENSG00000224481	none	none	ENSG00000224481.1
ENSG00000224482	HSFY4P	none	ENSG00000224482.1
ENSG00000224484	none	none	ENSG00000224484.1
ENSG00000224485	USP9YP7	none	ENSG00000224485.1
ENSG00000224486	HCG19P	none	ENSG00000224486.1
ENSG00000224488	SAMM50P1	none	ENSG00000224488.1
ENSG00000224489	none	none	none
ENSG00000224490	TTC21B-AS1	none	ENSG00000224490.5
ENSG00000224493	none	none	ENSG00000224493.1
ENSG00000224494	HNRNPA3P14	none	ENSG00000224494.1
ENSG00000224497	RPL36P4	none	ENSG00000224497.1
ENSG00000224498	MAPKAPK5P1	none	ENSG00000224498.1
ENSG00000224500	none	none	ENSG00000224500.1
ENSG00000224502	none	none	none
ENSG00000224503	none	none	none
ENSG00000224504	none	none	ENSG00000224504.2
ENSG00000224505	none	none	ENSG00000224505.2
ENSG00000224506	none	none	ENSG00000224506.2
ENSG00000224509	none	none	ENSG00000224509.2
ENSG00000224510	POLR2KP2	none	ENSG00000224510.2
ENSG00000224511	LINC00365	none	ENSG00000224511.1
ENSG00000224512	none	TNRC6C|57690	ENSG00000078687.16
ENSG00000224513	none	none	ENSG00000224513.2
ENSG00000224514	LINC00620	LOC285375|285375	ENSG00000224514.2
ENSG00000224515	none	none	ENSG00000224515.1
ENSG00000224516	none	none	ENSG00000224516.5
ENSG00000224517	HTR2A-AS1	none	ENSG00000224517.6
ENSG00000224518	none	none	ENSG00000224518.2
ENSG00000224519	HMGN1P19	none	ENSG00000224519.1
ENSG00000224520	KRT8P45	none	ENSG00000224520.2
ENSG00000224521	none	none	ENSG00000224521.1
ENSG00000224523	none	none	ENSG00000224523.1
ENSG00000224524	CYCSP42	none	ENSG00000224524.1
ENSG00000224525	none	none	ENSG00000224525.2
ENSG00000224529	none	none	ENSG00000224529.1
ENSG00000224530	PPIAP10	none	ENSG00000224530.1
ENSG00000224531	SMIM13	LOC221710|221710	ENSG00000224531.5
ENSG00000224532	none	none	ENSG00000224532.2
ENSG00000224533	TMLHE-AS1	none	ENSG00000224533.4
ENSG00000224535	none	none	ENSG00000224535.1
ENSG00000224536	none	none	ENSG00000224536.1
ENSG00000224537	MEP1AP4	none	ENSG00000224537.1
ENSG00000224539	SAGE4P	none	ENSG00000224539.1
ENSG00000224540	none	none	ENSG00000224540.1
ENSG00000224541	none	none	ENSG00000224541.1
ENSG00000224543	SNRPGP15	LOC100130932|100130932	none
ENSG00000224545	none	none	ENSG00000224545.1
ENSG00000224546	EIF4BP3	none	ENSG00000224546.2
ENSG00000224547	ZNF619P1	none	ENSG00000224547.1
ENSG00000224548	none	none	ENSG00000224548.1
ENSG00000224549	none	none	ENSG00000224549.1
ENSG00000224550	none	none	ENSG00000224550.1
ENSG00000224551	HMGB3P21	none	ENSG00000224551.1
ENSG00000224553	none	none	ENSG00000224553.1
ENSG00000224555	none	none	ENSG00000224555.3
ENSG00000224556	none	none	ENSG00000224556.2
ENSG00000224557	HLA-DPB2	HLA-DPB2|3116	ENSG00000224557.7
ENSG00000224559	LINC01087	none	ENSG00000224559.2
ENSG00000224560	none	none	ENSG00000224560.3
ENSG00000224563	LPP-AS1	none	ENSG00000224563.1
ENSG00000224565	LINC01754	none	ENSG00000224565.1
ENSG00000224566	FAM96AP2	none	ENSG00000224566.2
ENSG00000224567	none	none	none
ENSG00000224568	LINC01886	none	ENSG00000224568.1
ENSG00000224569	none	none	ENSG00000224569.3
ENSG00000224570	none	none	ENSG00000224570.1
ENSG00000224571	USP9YP13	none	ENSG00000224571.1
ENSG00000224573	none	none	ENSG00000224573.1
ENSG00000224574	COL18A1-AS2	none	ENSG00000224574.1
ENSG00000224577	LINC01117	none	ENSG00000224577.1
ENSG00000224578	HNRNPA1P48	none	ENSG00000224578.4
ENSG00000224579	none	none	ENSG00000224579.1
ENSG00000224581	none	none	none
ENSG00000224582	LINC01015	none	ENSG00000224582.5
ENSG00000224583	none	none	ENSG00000224583.1
ENSG00000224584	UBE2V1P13	none	ENSG00000224584.2
ENSG00000224585	none	none	ENSG00000224585.1
ENSG00000224586	GPX5	GPX5|2880	ENSG00000224586.6
ENSG00000224589	none	none	ENSG00000224589.1
ENSG00000224590	MTND3P16	none	ENSG00000224590.1
ENSG00000224592	none	none	ENSG00000224592.5
ENSG00000224593	none	none	ENSG00000224593.1
ENSG00000224594	RPL29P19	none	ENSG00000224594.2
ENSG00000224595	none	none	ENSG00000224595.1
ENSG00000224596	ZMIZ1-AS1	LOC283050|283050	ENSG00000224596.7
ENSG00000224597	SVIL-AS1	LOC387647|387647	ENSG00000224597.9
ENSG00000224598	RPS5P2	none	ENSG00000224598.1
ENSG00000224599	BMS1P12	none	ENSG00000224599.1
ENSG00000224600	none	none	ENSG00000224600.5
ENSG00000224602	RPS26P5	none	ENSG00000224602.1
ENSG00000224603	none	none	ENSG00000224603.1
ENSG00000224604	none	none	ENSG00000224604.1
ENSG00000224605	none	none	ENSG00000224605.1
ENSG00000224606	TGFA-IT1	none	ENSG00000224606.1
ENSG00000224607	IGKV1D-27	none	ENSG00000224607.4
ENSG00000224609	none	LOC729467|729467	ENSG00000224609.6
ENSG00000224610	none	none	ENSG00000224610.1
ENSG00000224611	none	none	ENSG00000224611.1
ENSG00000224612	none	none	ENSG00000224612.1
ENSG00000224613	none	none	ENSG00000224613.6
ENSG00000224614	TNK2-AS1	none	ENSG00000224614.1
ENSG00000224615	none	none	ENSG00000274100.1
ENSG00000224616	RTCA-AS1	none	ENSG00000224616.1
ENSG00000224617	none	none	ENSG00000224617.1
ENSG00000224618	none	none	ENSG00000224618.1
ENSG00000224620	MEF2AP1	none	ENSG00000224620.2
ENSG00000224621	none	none	ENSG00000224621.1
ENSG00000224622	OR9R1P	none	ENSG00000224622.1
ENSG00000224623	none	none	ENSG00000240591.1
ENSG00000224625	TUBB8P6	none	ENSG00000224625.2
ENSG00000224626	none	none	ENSG00000224626.1
ENSG00000224627	RPL37P10	none	ENSG00000224627.1
ENSG00000224628	none	none	ENSG00000224628.2
ENSG00000224629	none	none	ENSG00000224629.1
ENSG00000224630	none	none	ENSG00000224630.2
ENSG00000224631	RPS27AP16	none	ENSG00000224631.4
ENSG00000224632	none	none	ENSG00000224632.1
ENSG00000224634	ZNF736P6Y	none	ENSG00000224634.1
ENSG00000224635	none	none	ENSG00000224635.1
ENSG00000224636	none	none	none
ENSG00000224637	PDSS1P2	none	ENSG00000224637.1
ENSG00000224638	none	none	ENSG00000224638.1
ENSG00000224640	SRSF1P1	none	ENSG00000224640.1
ENSG00000224643	none	none	ENSG00000224643.5
ENSG00000224644	none	none	ENSG00000224644.1
ENSG00000224645	none	none	ENSG00000224645.1
ENSG00000224646	none	none	ENSG00000224646.2
ENSG00000224647	none	none	ENSG00000224647.2
ENSG00000224648	LINC01627	none	ENSG00000224648.1
ENSG00000224649	none	none	ENSG00000224649.1
ENSG00000224650	IGHV3-74	ADAM6|8755	ENSG00000224650.2
ENSG00000224652	LINC00885	none	ENSG00000224652.1
ENSG00000224653	none	none	ENSG00000224653.1
ENSG00000224655	LINC01823	none	ENSG00000224655.5
ENSG00000224656	none	none	ENSG00000224656.1
ENSG00000224657	RBMY2BP	none	ENSG00000224657.9
ENSG00000224658	none	none	ENSG00000224658.1
ENSG00000224659	GAGE12J	GAGE12J|729396	ENSG00000224659.2
ENSG00000224660	SH3BP5-AS1	none	ENSG00000224660.1
ENSG00000224661	none	none	ENSG00000224661.1
ENSG00000224662	ATP6V1G1P3	none	ENSG00000224662.2
ENSG00000224664	RPL36AP53	none	ENSG00000224664.2
ENSG00000224666	none	none	ENSG00000224666.3
ENSG00000224667	none	none	ENSG00000224667.1
ENSG00000224668	IPO8P1	none	ENSG00000224668.1
ENSG00000224669	none	none	ENSG00000224669.1
ENSG00000224670	none	none	ENSG00000224670.1
ENSG00000224671	none	none	ENSG00000224671.2
ENSG00000224672	RPL17P10	none	ENSG00000224672.4
ENSG00000224674	EIF3EP2	none	ENSG00000224674.1
ENSG00000224675	none	none	ENSG00000224675.1
ENSG00000224676	none	none	none
ENSG00000224677	PDIA3P2	none	ENSG00000224677.1
ENSG00000224678	GAPDHP46	none	ENSG00000224678.3
ENSG00000224679	MED15P4	none	ENSG00000224679.1
ENSG00000224680	PLA2G12AP1	none	ENSG00000224680.4
ENSG00000224681	none	none	ENSG00000224681.1
ENSG00000224682	SOCS5P2	none	ENSG00000224682.1
ENSG00000224683	RPL36AP29	none	ENSG00000224683.1
ENSG00000224684	none	none	none
ENSG00000224685	none	none	ENSG00000224685.1
ENSG00000224686	ELOCP23	none	ENSG00000224686.1
ENSG00000224687	RASAL2-AS1	LOC100302401|100302401	ENSG00000224687.1
ENSG00000224688	E2F6P2	none	ENSG00000224688.1
ENSG00000224689	ZNF812P	none	none
ENSG00000224690	UBE2D3P3	none	ENSG00000224690.2
ENSG00000224691	none	none	ENSG00000224691.1
ENSG00000224692	none	none	ENSG00000224692.1
ENSG00000224695	MTND6P7	none	ENSG00000224695.1
ENSG00000224697	NEFMP1	none	ENSG00000224697.1
ENSG00000224698	none	none	ENSG00000224698.1
ENSG00000224699	LAMTOR5-AS1	none	ENSG00000224699.8
ENSG00000224700	none	none	none
ENSG00000224701	MED28P4	none	ENSG00000224701.1
ENSG00000224702	none	none	ENSG00000224702.1
ENSG00000224706	RPS17P13	none	ENSG00000224706.1
ENSG00000224707	E2F3-IT1	none	ENSG00000224707.1
ENSG00000224709	OR11M1P	none	ENSG00000224709.1
ENSG00000224710	FAM90A8P	none	ENSG00000224710.3
ENSG00000224711	LINC01706	none	ENSG00000224711.1
ENSG00000224712	NPIPA3	none	ENSG00000224712.10
ENSG00000224713	none	none	ENSG00000224713.4
ENSG00000224714	none	none	ENSG00000224714.2
ENSG00000224715	none	none	ENSG00000224715.1
ENSG00000224717	none	none	ENSG00000224717.1
ENSG00000224718	LINC01657	none	ENSG00000224718.1
ENSG00000224719	none	none	ENSG00000224719.1
ENSG00000224721	none	none	ENSG00000224721.1
ENSG00000224722	PRNCR1	none	ENSG00000224722.3
ENSG00000224723	GUSBP10	none	ENSG00000224723.1
ENSG00000224725	CEP57L1P1	none	ENSG00000224725.3
ENSG00000224727	FCF1P7	none	ENSG00000224727.1
ENSG00000224728	IMPDH1P8	none	ENSG00000224728.1
ENSG00000224729	PCOLCE-AS1	none	ENSG00000224729.5
ENSG00000224730	LILRB1-AS1	none	ENSG00000224730.1
ENSG00000224731	none	none	ENSG00000224731.1
ENSG00000224732	MAGEA7P	none	ENSG00000224732.1
ENSG00000224733	none	none	ENSG00000224733.1
ENSG00000224735	none	none	ENSG00000224735.1
ENSG00000224738	none	none	ENSG00000224738.1
ENSG00000224739	none	none	ENSG00000224739.2
ENSG00000224743	TEX26-AS1	none	ENSG00000224743.6
ENSG00000224745	none	none	ENSG00000224745.1
ENSG00000224746	none	none	ENSG00000224746.1
ENSG00000224747	MTCYBP21	none	ENSG00000224747.1
ENSG00000224750	none	none	ENSG00000224750.6
ENSG00000224751	SHMT1P1	none	ENSG00000224751.2
ENSG00000224752	VN1R21P	none	ENSG00000224752.1
ENSG00000224755	HMGN1P34	none	ENSG00000224755.1
ENSG00000224758	LINC01167	none	ENSG00000224758.1
ENSG00000224760	C1DP3	none	ENSG00000224760.4
ENSG00000224761	none	LOC100129055|100129055	ENSG00000224761.3
ENSG00000224762	none	none	ENSG00000224762.1
ENSG00000224763	FDPSP8	none	ENSG00000224763.1
ENSG00000224764	none	none	ENSG00000224764.1
ENSG00000224765	none	none	ENSG00000224765.1
ENSG00000224769	MUC20P1	none	ENSG00000224769.1
ENSG00000224771	ATP2B2-IT2	none	ENSG00000224771.1
ENSG00000224773	HSPA8P7	none	ENSG00000224773.2
ENSG00000224775	BRAFP1	none	ENSG00000224775.2
ENSG00000224776	RPSAP50	none	ENSG00000224776.3
ENSG00000224777	OR4F2P	none	ENSG00000224777.3
ENSG00000224778	CENPIP1	none	ENSG00000224778.1
ENSG00000224781	EIF4A2P4	none	ENSG00000224781.1
ENSG00000224783	MIPEPP2	none	ENSG00000224783.1
ENSG00000224784	none	none	ENSG00000224784.2
ENSG00000224785	none	none	ENSG00000224785.1
ENSG00000224786	CETN4P	CETN4P|729338	ENSG00000224786.1
ENSG00000224788	none	none	ENSG00000224788.1
ENSG00000224789	none	none	ENSG00000224789.1
ENSG00000224790	none	none	ENSG00000224790.1
ENSG00000224791	KRT18P39	none	ENSG00000224791.1
ENSG00000224792	none	none	ENSG00000224792.6
ENSG00000224794	none	none	ENSG00000224794.1
ENSG00000224795	NTM-AS1	none	ENSG00000224795.1
ENSG00000224796	RPL32P1	none	ENSG00000224796.1
ENSG00000224797	none	none	ENSG00000224797.1
ENSG00000224798	none	none	none
ENSG00000224799	none	none	ENSG00000224799.1
ENSG00000224800	RPS27AP6	none	ENSG00000224800.1
ENSG00000224802	TUBB4BP2	none	ENSG00000224802.2
ENSG00000224803	none	none	none
ENSG00000224804	none	none	none
ENSG00000224805	LINC00853	none	ENSG00000224805.2
ENSG00000224806	ARL5AP4	none	ENSG00000224806.2
ENSG00000224807	DUX4L9	none	ENSG00000224807.5
ENSG00000224808	SRGAP3-AS1	none	ENSG00000224808.1
ENSG00000224809	BEND3P2	none	ENSG00000224809.2
ENSG00000224810	none	none	ENSG00000224810.1
ENSG00000224812	TMEM72-AS1	none	ENSG00000224812.2
ENSG00000224813	SEPT14P13	none	none
ENSG00000224814	none	none	ENSG00000224814.1
ENSG00000224815	none	none	ENSG00000224815.3
ENSG00000224816	NAP1L4P2	none	ENSG00000224816.1
ENSG00000224817	none	none	ENSG00000224817.1
ENSG00000224818	none	none	ENSG00000174307.6
ENSG00000224819	none	none	ENSG00000224819.1
ENSG00000224820	BTF3P4	none	ENSG00000224820.2
ENSG00000224821	COL4A2-AS2	none	ENSG00000224821.5
ENSG00000224822	THRB-IT1	none	ENSG00000224822.1
ENSG00000224825	RORB-AS1	none	ENSG00000224825.2
ENSG00000224826	none	none	ENSG00000224826.1
ENSG00000224827	LINC00265-2P	none	ENSG00000224827.1
ENSG00000224828	none	none	none
ENSG00000224829	TOMM20P1	none	ENSG00000224829.3
ENSG00000224830	OR2X1P	none	ENSG00000224830.2
ENSG00000224831	none	none	ENSG00000224831.3
ENSG00000224832	LINC01689	none	ENSG00000224832.1
ENSG00000224834	BTF3P9	none	ENSG00000224834.1
ENSG00000224836	none	none	ENSG00000224836.1
ENSG00000224837	GCSHP5	none	ENSG00000224837.1
ENSG00000224838	none	none	none
ENSG00000224839	RPL12P17	none	ENSG00000224839.1
ENSG00000224842	none	none	ENSG00000224842.2
ENSG00000224843	LINC00240	C6orf41|100133205	ENSG00000224843.6
ENSG00000224844	none	none	ENSG00000224844.1
ENSG00000224846	none	none	ENSG00000224846.2
ENSG00000224848	none	none	ENSG00000224848.1
ENSG00000224849	none	none	ENSG00000224849.2
ENSG00000224850	none	none	ENSG00000224850.1
ENSG00000224851	LINC00502	none	ENSG00000224851.1
ENSG00000224852	MTND5P24	none	ENSG00000224852.1
ENSG00000224853	LINC00393	none	ENSG00000224853.1
ENSG00000224854	CDKN2A-AS1	C9orf53|51198	ENSG00000224854.3
ENSG00000224855	OPA1-AS1	none	ENSG00000224855.5
ENSG00000224856	none	none	ENSG00000224856.2
ENSG00000224857	LINC01691	none	ENSG00000224857.1
ENSG00000224858	RPL29P11	none	ENSG00000224858.5
ENSG00000224860	GXYLT1P2	none	ENSG00000224860.1
ENSG00000224861	YBX1P1	none	ENSG00000224861.1
ENSG00000224863	LINC01398	none	ENSG00000224863.1
ENSG00000224864	none	ZNF90|7643	ENSG00000213988.9
ENSG00000224865	none	none	ENSG00000224865.7
ENSG00000224866	USP9YP25	none	ENSG00000224866.1
ENSG00000224867	none	none	none
ENSG00000224869	none	none	ENSG00000224869.1
ENSG00000224870	none	LOC148413|148413	ENSG00000224870.6
ENSG00000224871	none	none	ENSG00000224871.1
ENSG00000224873	CDY13P	none	ENSG00000224873.1
ENSG00000224875	none	none	ENSG00000224875.2
ENSG00000224876	none	none	ENSG00000224876.1
ENSG00000224877	NDUFAF8	C17orf89|284184	ENSG00000224877.3
ENSG00000224879	none	CTNNA2|1496	ENSG00000224879.1
ENSG00000224880	MTCYBP29	none	ENSG00000224880.1
ENSG00000224881	none	none	ENSG00000224881.1
ENSG00000224882	IKBKGP1	none	ENSG00000275882.1
ENSG00000224883	none	none	ENSG00000224883.1
ENSG00000224884	none	none	ENSG00000224884.1
ENSG00000224885	TSSC1-IT1	none	ENSG00000224885.1
ENSG00000224886	BEND3P3	none	ENSG00000224886.2
ENSG00000224887	none	none	ENSG00000224887.1
ENSG00000224888	none	none	ENSG00000224888.4
ENSG00000224890	none	none	none
ENSG00000224891	none	none	ENSG00000224891.1
ENSG00000224892	RPS4XP16	none	ENSG00000224892.6
ENSG00000224893	none	none	ENSG00000224893.5
ENSG00000224895	VPS26BP1	none	ENSG00000224895.1
ENSG00000224896	SIGLEC30P	none	ENSG00000224896.2
ENSG00000224897	POT1-AS1	none	ENSG00000224897.6
ENSG00000224899	none	none	ENSG00000224899.1
ENSG00000224900	none	none	none
ENSG00000224901	none	none	ENSG00000224901.1
ENSG00000224902	GAGE12H	GAGE12D|100132399	ENSG00000224902.5
ENSG00000224903	none	none	ENSG00000224903.1
ENSG00000224904	none	none	ENSG00000224904.1
ENSG00000224905	none	none	ENSG00000224905.6
ENSG00000224906	none	?|390284	ENSG00000224906.3
ENSG00000224907	RPL21P91	none	ENSG00000224907.1
ENSG00000224908	TIMM8BP2	none	ENSG00000224908.1
ENSG00000224910	LINC01766	none	ENSG00000224910.1
ENSG00000224911	none	none	ENSG00000224911.1
ENSG00000224914	LINC00863	FAM22D|728130	ENSG00000224914.2
ENSG00000224915	none	none	none
ENSG00000224916	APOC4-APOC2	APOC2|344	ENSG00000224916.8
ENSG00000224917	none	none	ENSG00000224917.1
ENSG00000224918	none	none	ENSG00000224918.1
ENSG00000224919	none	none	ENSG00000224919.1
ENSG00000224920	TACC1P1	none	ENSG00000224920.1
ENSG00000224922	none	none	ENSG00000224922.1
ENSG00000224924	LINC00320	C21orf131|387486	ENSG00000224924.6
ENSG00000224927	NDUFA5P10	none	ENSG00000224927.2
ENSG00000224928	KRT8P30	none	ENSG00000224928.2
ENSG00000224930	PICSAR	NCRNA00162|378825	ENSG00000275874.1
ENSG00000224931	none	none	none
ENSG00000224932	none	none	ENSG00000224932.1
ENSG00000224933	LINC01034	none	none
ENSG00000224934	none	none	ENSG00000224934.2
ENSG00000224935	none	none	ENSG00000224935.1
ENSG00000224936	SUCLA2P1	none	ENSG00000224936.1
ENSG00000224937	none	none	none
ENSG00000224939	LINC00184	none	ENSG00000224939.1
ENSG00000224940	PRRT4	PRRT4|401399	ENSG00000224940.8
ENSG00000224942	none	none	ENSG00000224942.1
ENSG00000224943	none	none	ENSG00000224943.1
ENSG00000224944	CASC6	none	ENSG00000224944.1
ENSG00000224945	none	none	ENSG00000224945.1
ENSG00000224946	none	none	ENSG00000224946.1
ENSG00000224947	VN1R25P	none	ENSG00000224947.1
ENSG00000224948	ATP5G1P8	none	ENSG00000224948.1
ENSG00000224949	none	none	ENSG00000224949.2
ENSG00000224950	none	none	ENSG00000224950.2
ENSG00000224953	SRIP3	none	ENSG00000224953.1
ENSG00000224955	KCTD10P1	none	ENSG00000224955.1
ENSG00000224956	none	LOC100133331|100133331	ENSG00000224956.5
ENSG00000224957	LINC01266	none	ENSG00000224957.5
ENSG00000224958	PGM5-AS1	LOC572558|572558	ENSG00000224958.5
ENSG00000224959	none	none	ENSG00000224959.1
ENSG00000224960	PPP4R3CP	SMEK3P|139420	ENSG00000224960.3
ENSG00000224961	LINC01752	none	ENSG00000224961.1
ENSG00000224962	PSAT1P4	none	ENSG00000224962.4
ENSG00000224963	none	none	ENSG00000224963.2
ENSG00000224964	TRAPPC2P3	none	ENSG00000224964.1
ENSG00000224965	KCNC4-AS1	none	ENSG00000224965.1
ENSG00000224966	TBC1D3P6	none	ENSG00000224966.4
ENSG00000224967	none	none	ENSG00000224967.1
ENSG00000224968	LINC01645	none	ENSG00000224968.1
ENSG00000224969	none	none	ENSG00000224969.1
ENSG00000224970	none	none	ENSG00000224970.2
ENSG00000224971	SUMO2P3	none	ENSG00000224971.1
ENSG00000224972	none	none	ENSG00000224972.1
ENSG00000224973	LARGE-AS1	none	ENSG00000224973.5
ENSG00000224975	INE1	INE1|8552	ENSG00000224975.1
ENSG00000224976	PARP4P2	none	ENSG00000224976.2
ENSG00000224977	none	none	ENSG00000224977.1
ENSG00000224978	none	none	ENSG00000224978.1
ENSG00000224980	RPL23AP85	none	ENSG00000224980.1
ENSG00000224981	none	none	ENSG00000224981.1
ENSG00000224982	TMEM233	TMEM233|387890	ENSG00000224982.3
ENSG00000224984	none	none	ENSG00000224984.1
ENSG00000224985	none	none	ENSG00000224985.1
ENSG00000224986	PPP1R8P1	none	ENSG00000224986.2
ENSG00000224987	none	none	ENSG00000224987.1
ENSG00000224988	none	none	ENSG00000224988.1
ENSG00000224989	FAM41AY1	FAM41AY1|340618	ENSG00000224989.2
ENSG00000224992	none	none	ENSG00000224992.2
ENSG00000224993	RPL29P12	none	ENSG00000224993.3
ENSG00000224995	LINC01526	none	ENSG00000224995.1
ENSG00000224997	none	none	ENSG00000126214.20
ENSG00000224999	VTA1P1	none	ENSG00000224999.1
ENSG00000225000	none	none	ENSG00000225000.1
ENSG00000225002	none	none	ENSG00000225002.2
ENSG00000225003	OR51A5P	none	ENSG00000225003.1
ENSG00000225005	none	none	ENSG00000225005.1
ENSG00000225006	none	none	ENSG00000225006.1
ENSG00000225007	none	none	ENSG00000225007.1
ENSG00000225008	none	none	ENSG00000225008.1
ENSG00000225009	none	none	ENSG00000116062.14
ENSG00000225010	none	none	none
ENSG00000225011	none	none	ENSG00000225011.4
ENSG00000225012	none	none	ENSG00000225012.5
ENSG00000225014	KCTD9P1	none	ENSG00000225014.1
ENSG00000225015	SNX18P15	none	none
ENSG00000225016	LINC00328-2P	none	ENSG00000225016.1
ENSG00000225017	none	none	ENSG00000225017.1
ENSG00000225018	none	none	ENSG00000225018.1
ENSG00000225022	UBE2D3P1	none	ENSG00000225022.1
ENSG00000225024	none	none	ENSG00000225024.1
ENSG00000225025	KIF4CP	none	ENSG00000225025.2
ENSG00000225026	none	none	ENSG00000225026.1
ENSG00000225027	IFNWP4	none	ENSG00000225027.2
ENSG00000225028	none	none	ENSG00000225028.1
ENSG00000225030	none	none	ENSG00000225030.1
ENSG00000225031	EIF4BP7	none	ENSG00000225031.1
ENSG00000225032	none	none	ENSG00000225032.5
ENSG00000225036	CDK4P1	none	ENSG00000225036.1
ENSG00000225037	EIF1AX-AS1	none	ENSG00000225037.1
ENSG00000225039	LINC01058	none	ENSG00000225039.1
ENSG00000225043	RPL18AP2	none	ENSG00000225043.1
ENSG00000225044	none	none	ENSG00000225044.1
ENSG00000225045	MTND5P27	none	ENSG00000225045.1
ENSG00000225046	none	none	ENSG00000225046.2
ENSG00000225049	none	none	none
ENSG00000225050	none	none	ENSG00000225050.1
ENSG00000225051	HMGB3P22	none	ENSG00000225051.5
ENSG00000225053	PRPF38AP1	none	ENSG00000225053.1
ENSG00000225055	none	none	ENSG00000225055.1
ENSG00000225056	none	none	ENSG00000225056.1
ENSG00000225057	none	none	ENSG00000225057.2
ENSG00000225058	none	none	ENSG00000225058.1
ENSG00000225059	none	none	none
ENSG00000225062	CATIP-AS1	none	ENSG00000225062.1
ENSG00000225063	none	none	ENSG00000225063.1
ENSG00000225064	LINC01802	none	ENSG00000225064.1
ENSG00000225065	none	none	ENSG00000198646.13
ENSG00000225066	none	none	ENSG00000225066.1
ENSG00000225067	RPL23AP2	none	ENSG00000225067.4
ENSG00000225069	none	none	ENSG00000225069.3
ENSG00000225070	none	none	ENSG00000278657.1
ENSG00000225071	none	none	ENSG00000225071.1
ENSG00000225072	OR7E116P	none	ENSG00000225072.1
ENSG00000225075	none	none	ENSG00000225075.1
ENSG00000225076	WWC3-AS1	none	ENSG00000225076.1
ENSG00000225077	LINC00337	none	ENSG00000225077.2
ENSG00000225078	none	none	ENSG00000225078.2
ENSG00000225079	FTH1P22	none	ENSG00000225079.2
ENSG00000225080	PFN1P4	none	ENSG00000225080.1
ENSG00000225082	DAP3P1	none	ENSG00000225082.2
ENSG00000225083	GRTP1-AS1	none	ENSG00000225083.1
ENSG00000225084	none	none	ENSG00000225084.1
ENSG00000225085	none	none	ENSG00000225085.1
ENSG00000225087	none	none	ENSG00000225087.1
ENSG00000225091	SNORA71A	SNORA71A|26777	ENSG00000225091.3
ENSG00000225092	none	none	ENSG00000225092.2
ENSG00000225093	RPL3P7	none	ENSG00000225093.1
ENSG00000225094	SETP20	none	ENSG00000225094.3
ENSG00000225096	none	none	ENSG00000225096.1
ENSG00000225098	BCRP1	none	ENSG00000225098.1
ENSG00000225099	ATP6V1E1P1	none	ENSG00000225099.1
ENSG00000225100	DPY19L2P5	none	ENSG00000225100.2
ENSG00000225101	OR52K3P	none	ENSG00000225101.4
ENSG00000225102	none	none	ENSG00000225102.1
ENSG00000225105	LINC01076	none	none
ENSG00000225106	none	none	ENSG00000225106.1
ENSG00000225107	none	none	ENSG00000225107.1
ENSG00000225108	ZBTB45P1	none	ENSG00000225108.1
ENSG00000225110	none	none	ENSG00000225110.2
ENSG00000225111	none	none	ENSG00000225111.1
ENSG00000225112	none	none	ENSG00000225112.1
ENSG00000225113	none	none	ENSG00000065135.8
ENSG00000225116	none	none	ENSG00000225116.1
ENSG00000225117	ARSDP1	none	ENSG00000225117.1
ENSG00000225118	none	none	ENSG00000225118.1
ENSG00000225119	LINC00999	LOC399744|399744	none
ENSG00000225121	EEF1B2P5	none	ENSG00000225121.2
ENSG00000225122	none	none	ENSG00000225122.1
ENSG00000225123	none	none	none
ENSG00000225124	RPL23AP36	none	ENSG00000225124.1
ENSG00000225125	RANP4	none	ENSG00000225125.2
ENSG00000225126	none	none	ENSG00000225126.1
